epoch	loss	prec1	prec5	lr
1	14.643884658813477	21.475053787231445	100.0	0.1
2	8.921341896057129	22.993492126464844	100.0	0.1
3	6.406527996063232	29.934925079345703	100.0	0.1
4	4.274970054626465	37.96095657348633	100.0	0.1
5	3.0504775047302246	40.56399154663086	100.0	0.1
6	2.3985087871551514	48.15618133544922	100.0	0.1
7	1.7383357286453247	44.25162887573242	100.0	0.1
8	2.0786938667297363	54.66377639770508	100.0	0.1
9	1.877854585647583	50.32537841796875	100.0	0.1
10	1.5609455108642578	50.976139068603516	100.0	0.1
11	1.2616175413131714	63.99132537841797	100.0	0.1
12	1.2326668500900269	60.73752975463867	100.0	0.1
13	1.1643351316452026	60.95444869995117	100.0	0.1
14	0.9536263942718506	67.4620361328125	100.0	0.1
15	0.755012571811676	72.4511947631836	100.0	0.1
16	0.6878410577774048	74.18655395507812	100.0	0.1
17	0.6688098907470703	74.83731079101562	100.0	0.1
18	0.8510935306549072	71.8004379272461	100.0	0.1
19	1.1764678955078125	65.7266845703125	100.0	0.1
20	0.9426537752151489	72.8850326538086	100.0	0.1
21	0.690951406955719	77.44034576416016	100.0	0.1
22	0.79274982213974	73.75271606445312	100.0	0.1
23	0.8760225176811218	72.4511947631836	100.0	0.1
24	1.5149880647659302	66.37744140625	100.0	0.1
25	1.3312069177627563	59.43600845336914	100.0	0.1
26	1.1324907541275024	63.5574836730957	100.0	0.1
27	0.9464271664619446	71.8004379272461	100.0	0.1
28	0.7957594394683838	73.3188705444336	100.0	0.1
29	0.8920143842697144	70.71583557128906	100.0	0.1
30	0.8906037211418152	75.27114868164062	100.0	0.1
31	0.6291623711585999	79.60954284667969	100.0	0.1
32	0.6510698199272156	79.39262390136719	100.0	0.1
33	0.6497377157211304	79.82646179199219	100.0	0.1
34	0.5275487899780273	82.21258544921875	100.0	0.1
35	0.6127078533172607	80.91106414794922	100.0	0.1
36	0.5440095663070679	80.69414520263672	100.0	0.1
37	0.8381180763244629	77.65726470947266	100.0	0.1
38	0.732549250125885	76.57266998291016	100.0	0.1
39	0.6707398295402527	78.52494812011719	100.0	0.1
40	0.5243054032325745	80.69414520263672	100.0	0.010000000000000002
41	0.42736339569091797	85.90021514892578	100.0	0.010000000000000002
42	0.4271434247493744	85.03253936767578	100.0	0.010000000000000002
43	0.36341020464897156	85.68329620361328	100.0	0.010000000000000002
44	0.36169058084487915	88.72017669677734	100.0	0.010000000000000002
45	0.3388423025608063	87.85249328613281	100.0	0.010000000000000002
46	0.38195550441741943	86.11713409423828	100.0	0.010000000000000002
47	0.36233869194984436	85.90021514892578	100.0	0.010000000000000002
48	0.2598409056663513	91.75704956054688	100.0	0.010000000000000002
49	0.3107193410396576	88.28633880615234	100.0	0.010000000000000002
50	0.3513626456260681	89.37093353271484	100.0	0.010000000000000002
51	0.2595427334308624	89.58785247802734	100.0	0.010000000000000002
52	0.35085999965667725	88.06941223144531	100.0	0.010000000000000002
53	0.3172122538089752	88.72017669677734	100.0	0.010000000000000002
54	0.2919558882713318	88.50325775146484	100.0	0.010000000000000002
55	0.33181124925613403	87.63557434082031	100.0	0.0010000000000000002
56	0.26829153299331665	89.80477142333984	100.0	0.0010000000000000002
57	0.3042135536670685	89.37093353271484	100.0	0.0010000000000000002
58	0.343961238861084	87.41865539550781	100.0	0.0010000000000000002
59	0.3324263095855713	88.72017669677734	100.0	0.0010000000000000002
60	0.3216056823730469	88.93709564208984	100.0	0.0010000000000000002
61	0.31064099073410034	88.72017669677734	100.0	0.0010000000000000002
62	0.2861405909061432	90.67245483398438	100.0	0.0010000000000000002
63	0.2822834849357605	90.45553588867188	100.0	0.0010000000000000002
64	0.2636674642562866	90.67245483398438	100.0	0.0010000000000000002
65	0.2813803553581238	90.45553588867188	100.0	0.00010000000000000003
66	0.3013345003128052	90.88937377929688	100.0	0.00010000000000000003
67	0.2917468845844269	89.58785247802734	100.0	0.00010000000000000003
68	0.3006134629249573	91.10629272460938	100.0	0.00010000000000000003
69	0.29297056794166565	89.58785247802734	100.0	0.00010000000000000003
70	0.23977971076965332	91.54013061523438	100.0	1.0000000000000003e-05
71	0.3297785222530365	90.02169036865234	100.0	1.0000000000000003e-05
72	0.22944754362106323	93.7093276977539	100.0	1.0000000000000003e-05
73	0.2965618968009949	88.93709564208984	100.0	1.0000000000000003e-05
74	0.2846565544605255	89.80477142333984	100.0	1.0000000000000003e-05
75	0.2827772796154022	90.45553588867188	100.0	1.0000000000000003e-05
76	0.2513006329536438	90.45553588867188	100.0	1.0000000000000003e-05
77	0.31666022539138794	88.93709564208984	100.0	1.0000000000000003e-05
78	0.24064107239246368	91.75704956054688	100.0	1.0000000000000003e-05
79	0.3243582546710968	90.88937377929688	100.0	1.0000000000000003e-05
80	0.2845363914966583	90.02169036865234	100.0	1.0000000000000003e-05
81	0.3089272975921631	90.67245483398438	100.0	1.0000000000000003e-05
82	0.31351810693740845	88.50325775146484	100.0	1.0000000000000003e-05
83	0.2830384373664856	90.67245483398438	100.0	1.0000000000000003e-05
84	0.2970867156982422	90.02169036865234	100.0	1.0000000000000003e-05
85	0.2850867509841919	89.80477142333984	100.0	1.0000000000000003e-05
86	0.2605392336845398	90.88937377929688	100.0	1.0000000000000003e-05
87	0.2595115900039673	89.80477142333984	100.0	1.0000000000000003e-05
88	0.2620672285556793	91.75704956054688	100.0	1.0000000000000003e-05
89	0.2666841745376587	90.88937377929688	100.0	1.0000000000000003e-05
90	0.22976966202259064	91.97396850585938	100.0	1.0000000000000003e-05
91	0.2581257224082947	91.75704956054688	100.0	1.0000000000000003e-05
92	0.3141893744468689	89.80477142333984	100.0	1.0000000000000003e-05
93	0.32036152482032776	89.58785247802734	100.0	1.0000000000000003e-05
94	0.27357566356658936	90.67245483398438	100.0	1.0000000000000003e-05
95	0.2641616761684418	90.23860931396484	100.0	1.0000000000000003e-05
96	0.2799615263938904	90.23860931396484	100.0	1.0000000000000003e-05
97	0.28353530168533325	88.50325775146484	100.0	1.0000000000000003e-05
98	0.24061575531959534	92.19088745117188	100.0	1.0000000000000003e-05
99	0.33387547731399536	88.28633880615234	100.0	1.0000000000000003e-05
100	0.2789848744869232	90.88937377929688	100.0	1.0000000000000003e-05
101	0.23557767271995544	91.10629272460938	100.0	1.0000000000000003e-05
102	0.3036443889141083	89.15401458740234	100.0	1.0000000000000003e-05
103	0.2963525354862213	89.58785247802734	100.0	1.0000000000000003e-05
104	0.23190553486347198	93.0585708618164	100.0	1.0000000000000003e-05
105	0.2866573631763458	90.02169036865234	100.0	1.0000000000000003e-05
106	0.2861696779727936	90.88937377929688	100.0	1.0000000000000003e-05
107	0.30528008937835693	89.37093353271484	100.0	1.0000000000000003e-05
108	0.2928527593612671	90.67245483398438	100.0	1.0000000000000003e-05
109	0.2459009885787964	90.67245483398438	100.0	1.0000000000000003e-05
110	0.2775987386703491	90.02169036865234	100.0	1.0000000000000003e-05
111	0.27007055282592773	91.32321166992188	100.0	1.0000000000000003e-05
112	0.27304723858833313	89.58785247802734	100.0	1.0000000000000003e-05
113	0.31241312623023987	89.37093353271484	100.0	1.0000000000000003e-05
114	0.2537462115287781	91.97396850585938	100.0	1.0000000000000003e-05
115	0.2978403568267822	90.23860931396484	100.0	1.0000000000000003e-05
116	0.26387426257133484	90.45553588867188	100.0	1.0000000000000003e-05
117	0.3081931471824646	88.50325775146484	100.0	1.0000000000000003e-05
118	0.3011883795261383	89.58785247802734	100.0	1.0000000000000003e-05
119	0.25733330845832825	91.54013061523438	100.0	1.0000000000000003e-05
120	0.3106279671192169	90.45553588867188	100.0	1.0000000000000003e-05
121	0.3204502761363983	90.45553588867188	100.0	1.0000000000000003e-05
122	0.2940117120742798	90.02169036865234	100.0	1.0000000000000003e-05
123	0.3431943655014038	88.72017669677734	100.0	1.0000000000000003e-05
124	0.2687874436378479	90.88937377929688	100.0	1.0000000000000003e-05
125	0.2739197909832001	90.23860931396484	100.0	1.0000000000000003e-05
126	0.27950814366340637	88.93709564208984	100.0	1.0000000000000003e-05
127	0.36091652512550354	89.58785247802734	100.0	1.0000000000000003e-05
128	0.29471051692962646	88.50325775146484	100.0	1.0000000000000003e-05
129	0.34357234835624695	89.37093353271484	100.0	1.0000000000000003e-05
130	0.3035789728164673	89.58785247802734	100.0	1.0000000000000003e-05
131	0.27797752618789673	90.67245483398438	100.0	1.0000000000000003e-05
132	0.2607473134994507	91.75704956054688	100.0	1.0000000000000003e-05
133	0.34057942032814026	88.93709564208984	100.0	1.0000000000000003e-05
134	0.26000747084617615	89.37093353271484	100.0	1.0000000000000003e-05
135	0.2890588939189911	89.15401458740234	100.0	1.0000000000000003e-05
136	0.28325653076171875	91.32321166992188	100.0	1.0000000000000003e-05
137	0.2820141315460205	90.23860931396484	100.0	1.0000000000000003e-05
138	0.2631106972694397	89.37093353271484	100.0	1.0000000000000003e-05
139	0.2756035327911377	90.45553588867188	100.0	1.0000000000000003e-05
140	0.2955043315887451	88.50325775146484	100.0	1.0000000000000003e-05
141	0.38280248641967773	86.98481750488281	100.0	1.0000000000000003e-05
142	0.3123190402984619	90.88937377929688	100.0	1.0000000000000003e-05
